word_segment,instances,prominence
འི་,40,7.462686567164178
དང་,21,3.9179104477611943
ར་,20,3.731343283582089
དུ་,13,2.425373134328358
ནས་,11,2.0522388059701493
རྒྱུད་,10,1.8656716417910446
གཙོ་བོ,10,1.8656716417910446
དེ་,8,1.4925373134328357
ཀྱི་,7,1.3059701492537312
སྟོན,6,1.1194029850746268
ན་,6,1.1194029850746268
མེད་པ,6,1.1194029850746268
གསུམ་,6,1.1194029850746268
དེ,6,1.1194029850746268
ཡིན་,6,1.1194029850746268
གི་,5,0.9328358208955223
ལགས,5,0.9328358208955223
ལ་,5,0.9328358208955223
མ་,5,0.9328358208955223
རྩ་,5,0.9328358208955223
རྣལ་འབྱོར་,4,0.7462686567164178
ས་,4,0.7462686567164178
ལུས་,4,0.7462686567164178
བླ་,4,0.7462686567164178
འདི་,4,0.7462686567164178
ལ,4,0.7462686567164178
ཡིན,4,0.7462686567164178
ཡང་,4,0.7462686567164178
རླུང་,4,0.7462686567164178
བཞི,4,0.7462686567164178
སྣ་,4,0.7462686567164178
རྒྱུ་བ་,4,0.7462686567164178
ན,3,0.5597014925373134
གྱི་,3,0.5597014925373134
སྤྱོད་,3,0.5597014925373134
ཀྱིས་,3,0.5597014925373134
ལ་སོགས་པ་,3,0.5597014925373134
སྟོན་པ་,3,0.5597014925373134
ཕ་རྒྱུད་,3,0.5597014925373134
མ,3,0.5597014925373134
ཐབས་,3,0.5597014925373134
སུ་,3,0.5597014925373134
སྤྱི་བོ,3,0.5597014925373134
ལ་རྩ་,3,0.5597014925373134
ནང་,3,0.5597014925373134
འཁོར་ལོ་,3,0.5597014925373134
གཡས་པ་,3,0.5597014925373134
གཡོན་པ་,3,0.5597014925373134
དབུ་མ་,3,0.5597014925373134
ཡར་,3,0.5597014925373134
གནས་པ་,3,0.5597014925373134
ཡོད་པ་,3,0.5597014925373134
འཁོར་ལོ,3,0.5597014925373134
ལྔ་,3,0.5597014925373134
གཉིས་ཀ་,3,0.5597014925373134
བྱ་བ,2,0.3731343283582089
སྤྱོད་པ,2,0.3731343283582089
ངག་,2,0.3731343283582089
སེམས་,2,0.3731343283582089
བགྱི་བ་,2,0.3731343283582089
གསུངས་པ,2,0.3731343283582089
ས,2,0.3731343283582089
སྤྱོད་པ་,2,0.3731343283582089
དབྱེ་བ་,2,0.3731343283582089
ཚུལ་,2,0.3731343283582089
ཕ་,2,0.3731343283582089
སུ,2,0.3731343283582089
མ་རྒྱུད་,2,0.3731343283582089
དོན་,2,0.3731343283582089
བྱུང་,2,0.3731343283582089
ཞིང་,2,0.3731343283582089
ཤས་,2,0.3731343283582089
ཆེ་བ་,2,0.3731343283582089
གྲགས་པ་,2,0.3731343283582089
ནི་,2,0.3731343283582089
སྤྱིར་,2,0.3731343283582089
རྡོ་རྗེ,2,0.3731343283582089
གསུངས,2,0.3731343283582089
དེ་ཡང་,2,0.3731343283582089
གཙུག་,2,0.3731343283582089
གྱུར་པ་,2,0.3731343283582089
རྣམ་པ་,2,0.3731343283582089
རོ་,2,0.3731343283582089
ཀུན་,2,0.3731343283582089
འད,2,0.3731343283582089
ཞེས་,2,0.3731343283582089
ཟེར,2,0.3731343283582089
ཡི་གེ་,2,0.3731343283582089
ཅིང་,2,0.3731343283582089
མར་,2,0.3731343283582089
གནས་,2,0.3731343283582089
དབང་,2,0.3731343283582089
བཞི་,2,0.3731343283582089
ཏེ,2,0.3731343283582089
དེ་ལྟར་,2,0.3731343283582089
གཡས་,2,0.3731343283582089
དལ་བར་,2,0.3731343283582089
དེ་ལྟ་,1,0.18656716417910446
བུ,1,0.18656716417910446
རྒྱུད་སྡེ་,1,0.18656716417910446
བཞི་པོ་,1,0.18656716417910446
རང་,1,0.18656716417910446
གང་ཡིན་,1,0.18656716417910446
སྙམ་,1,0.18656716417910446
རྒྱིད་,1,0.18656716417910446
བླ་མེད་,1,0.18656716417910446
རྒྱུད,1,0.18656716417910446
དང་པོ,1,0.18656716417910446
གཉིས་པ,1,0.18656716417910446
གསུམ་པ,1,0.18656716417910446
བཞི་པ,1,0.18656716417910446
ལྷན་སྐྱེས་,1,0.18656716417910446
འབའ་ཞིག་,1,0.18656716417910446
གོ,1,0.18656716417910446
ཁྲུས་,1,0.18656716417910446
གཙང་སྦྲ་,1,0.18656716417910446
སྤྱོད་ལམ་,1,0.18656716417910446
འདོན་,1,0.18656716417910446
ཟློས་པ་,1,0.18656716417910446
ལམ་,1,0.18656716417910446
བསྒོམས་པ་,1,0.18656716417910446
འམ་,1,0.18656716417910446
ལྷན་ཅིག་,1,0.18656716417910446
སྐྱེས་པ,1,0.18656716417910446
ཡེ་ཤེས་,1,0.18656716417910446
ངོ་སྤྲོད་པ,1,0.18656716417910446
ཚན་གཅིག་,1,0.18656716417910446
གིས་,1,0.18656716417910446
བཤད་པ་,1,0.18656716417910446
བྱེད་པ,1,0.18656716417910446
དུས་,1,0.18656716417910446
ཁྱད་པར་,1,0.18656716417910446
ཕ,1,0.18656716417910446
ལྡན་པ་,1,0.18656716417910446
ལྡན་པ,1,0.18656716417910446
ན་མ་རྒྱུད་,1,0.18656716417910446
ཟེར་བ་,1,0.18656716417910446
ཡོད་,1,0.18656716417910446
སྤྱན་སྔ,1,0.18656716417910446
བཞེད་,1,0.18656716417910446
གཏན་,1,0.18656716417910446
འབེབས་པ,1,0.18656716417910446
གཅིག་,1,0.18656716417910446
སྟེ,1,0.18656716417910446
ཕ་རྒྱུད,1,0.18656716417910446
འོང་བ་,1,0.18656716417910446
རྐང་པ,1,0.18656716417910446
མཐིལ་,1,0.18656716417910446
ཡན་ཆད་,1,0.18656716417910446
སྟོང་ཕྲག་,1,0.18656716417910446
བདུན་ཅུ་,1,0.18656716417910446
གཉིས,1,0.18656716417910446
སུམ་ཅུ་རྩ་གཉིས,1,0.18656716417910446
ནི,1,0.18656716417910446
རྐྱང་མ,1,0.18656716417910446
དབུས་མ་,1,0.18656716417910446
དྷུ་,1,0.18656716417910446
ཏཱི་,1,0.18656716417910446
ཁོང་པ,1,0.18656716417910446
དྲང་པོ་,1,0.18656716417910446
སྲོག་ཤིང་,1,0.18656716417910446
ཏུ་,1,0.18656716417910446
ཧཾ་,1,0.18656716417910446
མགོ་,1,0.18656716417910446
ཐུར་,1,0.18656716417910446
བསྟན་པ་བ,1,0.18656716417910446
ནུ་མ་,1,0.18656716417910446
ལྟ་བུ་,1,0.18656716417910446
ཞིག་,1,0.18656716417910446
གཏད་,1,0.18656716417910446
གསང་བ,1,0.18656716417910446
ཟུག་,1,0.18656716417910446
གཡས་གཡོན་,1,0.18656716417910446
གཉིས་,1,0.18656716417910446
ཀླད་པ,1,0.18656716417910446
སྟེང་,1,0.18656716417910446
འཁྱོག་,1,0.18656716417910446
ལྟེ་འོག་,1,0.18656716417910446
སོ,1,0.18656716417910446
ལ་ཁ་,1,0.18656716417910446
སྤྲད་,1,0.18656716417910446
ཆ,1,0.18656716417910446
དབྱིབས་,1,0.18656716417910446
ཁ་དོག་,1,0.18656716417910446
དམར་པོ་,1,0.18656716417910446
མདའ་,1,0.18656716417910446
སྨྱུག་,1,0.18656716417910446
ཙམ་,1,0.18656716417910446
བྱས་,1,0.18656716417910446
ལྟེ་བ,1,0.18656716417910446
སྤྲུལ་པ,1,0.18656716417910446
སྙིང་ག,1,0.18656716417910446
ཆོས་,1,0.18656716417910446
མགྲིན་པ,1,0.18656716417910446
ལོངས་སྤྱོད་,1,0.18656716417910446
བདེ་བ་,1,0.18656716417910446
ཆེན་པོ,1,0.18656716417910446
གོང་,1,0.18656716417910446
གསུམ་པོ་,1,0.18656716417910446
རྟོག་པ,1,0.18656716417910446
མི་,1,0.18656716417910446
རྟོག་པ་,1,0.18656716417910446
ཤེས་རབ,1,0.18656716417910446
ཐབས་ཤེས་,1,0.18656716417910446
རབ་,1,0.18656716417910446
ཟུང་,1,0.18656716417910446
འཇུག་པ,1,0.18656716417910446
རྩ,1,0.18656716417910446
རྐྱང་མ་,1,0.18656716417910446
ཤེས་རབ་,1,0.18656716417910446
རང་བཞིན་,1,0.18656716417910446
ཡང་དག་,1,0.18656716417910446
གནས,1,0.18656716417910446
དབུས་,1,0.18656716417910446
གཟུང་,1,0.18656716417910446
འཛིན་པ་,1,0.18656716417910446
རྣམ་པ,1,0.18656716417910446
སྤངས,1,0.18656716417910446
དེས་ན་,1,0.18656716417910446
བགྱིས་,1,0.18656716417910446
ཡི་,1,0.18656716417910446
བདག་ཉིད་,1,0.18656716417910446
བཅུ་,1,0.18656716417910446
མིང་ཅན,1,0.18656716417910446
རྩ་བ,1,0.18656716417910446
ཡན་ལག་,1,0.18656716417910446
ལ་སོགས་པ,1,0.18656716417910446
གཡོས་,1,0.18656716417910446
གཡོན་,1,0.18656716417910446
རྒྱུ་,1,0.18656716417910446
འོ,1,0.18656716417910446
